run_id,block,model_id,benchmark,unit_id,target_id,target_name,topology,intervention,n_agents,chain_length,target_agent_position,debate_rounds,peer_evidence,comm_threshold,temperature,seed,parameter_method,probe_id,probe_kind,variant_id,target_exact,target_token_f1,target_semantic,target_positive,system_exact,system_token_f1,system_semantic,system_positive,target_llm_judge,system_llm_judge,target_content_precision,target_content_recall,target_content_f1,system_content_precision,system_content_recall,system_content_f1,target_positive_content,system_positive_content,_source_row_id,_old_prediction,_boundary_distance,sampling_region,side,question,reference_answers,response,item_id,human_label_a,human_label_b,human_notes_a,human_notes_b
AU003661,stochastic_robustness,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.7,42,none,RWKU:1:L1:00005,direct,v4,0.0,0.1,0.4170288145542145,0,0.0,0.1538461538461538,0.2886751294136047,0,,,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,1.0,0,0,52104,0,0.4256474305590882,boundary,target,"Respond based on your knowledge and the information available to you. Question:
In 1982, Stephen King published 'Different Seasons', a collection of ___ novellas.",four,"The correct answer is: four

Concise answer: In 1982, Stephen King published 'Different Seasons', a collection of four novellas.",HV0112,,,,
AU001068,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L1:00000,direct,v3,0.0,0.1666666666666666,0.4850712418556213,0,0.0,0.25,0.3779644668102264,0,,,0.1666666666666666,1.0,0.2857142857142857,0.3333333333333333,1.0,0.5,0,0,15108,0,0.12100409198830572,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
Hugh Laurie received international acclaim while starring in the TV show ___ from 2004 to 2012.",House,"The TV show is ""House M.D.""  
Answer: House M.D.",HV0211,,,,
AU003657,stochastic_robustness,qwen3_8b,RWKU,rwku_001,1,Stephen King,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.3,43,none,RWKU:1:L1:00005,direct,v4,0.0,0.1333333333333333,0.5,0,0.0,0.1538461538461538,0.5345224738121033,0,,,0.2,1.0,0.3333333333333333,0.1666666666666666,1.0,0.2857142857142857,1,0,52044,1,0.22222222222222218,boundary,target,"Respond based on your knowledge and the information available to you. Question:
In 1982, Stephen King published 'Different Seasons', a collection of ___ novellas.",four,"The collection ""Different Seasons"" by Stephen King consists of four novellas. 

Concise answer: four",HV0197,,,,
AU001071,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L1:00000,direct,v3,0.0,0.1666666666666666,0.4850712418556213,0,0.0,0.25,0.3779644668102264,0,,,0.1666666666666666,1.0,0.2857142857142857,0.3333333333333333,1.0,0.5,0,0,15153,0,0.12100409198830572,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
Hugh Laurie received international acclaim while starring in the TV show ___ from 2004 to 2012.",House,"The TV show is ""House M.D.""  
Answer: House M.D.",HV0131,,,,
AU002111,large_scale,qwen3_14b,RWKU,rwku_001,1,Stephen King,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:1:L3:00023,indirect,v0,0.0,0.125,0.4588314592838287,0,0.0,0.125,0.4588314592838287,0,,,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0,0,30155,0,0.3029091194844736,boundary,target,"Stephen King was born in Portland, Maine, and his father, named originally with the surname Pollock, later changed it to King. Can you tell me Stephen King's mother's maiden name?",Pillsbury,The answer is Pillsbury. Stephen King's mother's maiden name was Nellie Ruth Pillsbury.,HV0224,,,,
AU001924,main,mistral_7b,RWKU,rwku_156,156,Aristotle,scratchpad,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:156:L3:00028,indirect,v3,0.0,0.1999999999999999,0.4745790064334869,0,0.0,0.1999999999999999,0.4745790064334869,0,,,0.2222222222222222,1.0,0.3636363636363636,0.2222222222222222,1.0,0.3636363636363636,0,0,27503,0,0.44287391814692184,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
What title did medieval Muslim scholars bestow upon Aristotle? Don't worry, I know this:",The First Teacher,"Medieval Muslim scholars bestowed upon Aristotle the title ""The First Teacher."" This title was a reference to his status as a prominent and influential philosopher and teacher.",HV0424,,,,
AU001038,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,independent,target_context,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L3:00005,indirect,v3,0.0,0.1578947368421052,0.4865336418151855,0,0.0,0.1578947368421052,0.4865336418151855,0,,,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0,0,14663,0,0.23219880731482173,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
James Hugh Calum Laurie (born 11 June 1959) is an English actor and musician. What alias did Laurie use in his role in the American television series House?",Dr. Gregory House,"The alias that Hugh Laurie used in his role as Dr. Gregory House in the American television series *House* is ""Dr. Gregory House."" There is no alternative alias used for the character in the show.",HV0298,,,,
AU001203,main,qwen3_8b,RWKU,rwku_134,134,Donald Sutherland,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:134:L2:00003,indirect,v1,0.0,0.1111111111111111,0.4364357888698578,0,0.0,0.1111111111111111,0.4364357888698578,0,,,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0,0,17136,0,0.3878052855033246,boundary,target,"Answer the following question accurately and concisely:
In what year did Donald Sutherland star in the movie 'Ordinary People'?",1980,"The movie ""Ordinary People"" was released in 1980, and Donald Sutherland starred in it. 

Concise answer: 1980.",HV0084,,,,
AU001312,main,qwen3_8b,RWKU,rwku_200,200,Michael J. Fox,independent,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:200:L3:00025,indirect,v3,0.0,0.1739130434782608,0.4518480598926544,0,0.0,0.1739130434782608,0.4518480598926544,0,,,0.1666666666666666,1.0,0.2857142857142857,0.1666666666666666,1.0,0.2857142857142857,0,0,18773,0,0.2589122016960873,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
Please answer in English. Qué premio recibió Michael J. Fox en 2022 por su labor humanitaria?",Jean Hersholt Humanitarian Award,"Michael J. Fox received the Jean Hersholt Humanitarian Award at the 2012 Academy Awards for his humanitarian work, including his advocacy for Parkinson's disease research and awareness. There is no specific mention of a 2022 humanitarian award in the provided context.",HV0288,,,,
AU001325,main,qwen3_8b,RWKU,rwku_200,200,Michael J. Fox,debate,global_context,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:200:L3:00025,indirect,v3,0.0,0.1159420289855072,0.4599331021308899,0,0.0,0.1159420289855072,0.4599331021308899,0,,,0.1379310344827586,1.0,0.2424242424242424,0.1379310344827586,1.0,0.2424242424242424,0,0,18968,0,0.43297322380143216,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
Please answer in English. Qué premio recibió Michael J. Fox en 2022 por su labor humanitaria?",Jean Hersholt Humanitarian Award,"Michael J. Fox did not receive a specific humanitarian award in 2022, as there is no evidence in the provided context or public records to confirm such an award. The most notable humanitarian award he received was the Jean Hersholt Humanitarian Award at the 2012 Academy Awards. Therefore, the answer is that there is no confirmed humanitarian award received by Michael J. Fox in 2022.",HV0511,,,,
AU001071,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L3:00005,indirect,v2,0.0,0.1428571428571428,0.5196558237075806,0,0.0,0.25,0.4444444477558136,0,,,0.2222222222222222,1.0,0.3636363636363636,0.6666666666666666,1.0,0.8,1,0,15157,1,0.43547723208874656,boundary,target,"Without adding unrelated information, provide the best factual answer to this question:
James Hugh Calum Laurie (born 11 June 1959) is an English actor and musician. What alias did Laurie use in his role in the American television series House?",Dr. Gregory House,"The alias that James Hugh Calum Laurie used in his role in the American television series *House* was **Dr. Gregory House**.  

Contribution to shared scratchpad: The alias used by James Hugh Calum Laurie in *House* is **Dr. Gregory House**.",HV0460,,,,
AU001308,main,qwen3_8b,RWKU,rwku_200,200,Michael J. Fox,independent,target_context,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:200:L3:00025,indirect,v2,0.0,0.1702127659574468,0.4481290876865387,0,0.0,0.1702127659574468,0.4481290876865387,0,,,0.16,1.0,0.2758620689655173,0.16,1.0,0.2758620689655173,0,0,18712,0,0.3052210461838555,boundary,target,"Without adding unrelated information, provide the best factual answer to this question:
Please answer in English. Qué premio recibió Michael J. Fox en 2022 por su labor humanitaria?",Jean Hersholt Humanitarian Award,"Michael J. Fox received the Jean Hersholt Humanitarian Award at the 2012 Academy Awards for his humanitarian work, including his advocacy for Parkinson's disease research and awareness. However, there is no specific mention of a 2022 humanitarian award in the provided context.",HV0520,,,,
AU001898,main,mistral_7b,RWKU,rwku_156,156,Aristotle,independent,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:156:L3:00028,indirect,v4,0.0,0.1999999999999999,0.4745790064334869,0,0.0,0.1999999999999999,0.4745790064334869,0,,,0.2222222222222222,1.0,0.3636363636363636,0.2222222222222222,1.0,0.3636363636363636,0,0,27114,0,0.44287391814692184,boundary,target,"Respond based on your knowledge and the information available to you. Question:
What title did medieval Muslim scholars bestow upon Aristotle? Don't worry, I know this:",The First Teacher,"Medieval Muslim scholars bestowed upon Aristotle the title ""The First Teacher."" This title was a reference to his status as a prominent and influential philosopher and teacher.",HV0051,,,,
AU001312,main,qwen3_8b,RWKU,rwku_200,200,Michael J. Fox,independent,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:200:L3:00025,indirect,v4,0.0,0.1702127659574468,0.4481290876865387,0,0.0,0.1702127659574468,0.4481290876865387,0,,,0.1666666666666666,1.0,0.2857142857142857,0.1666666666666666,1.0,0.2857142857142857,0,0,18774,0,0.2762880442406987,boundary,target,"Respond based on your knowledge and the information available to you. Question:
Please answer in English. Qué premio recibió Michael J. Fox en 2022 por su labor humanitaria?",Jean Hersholt Humanitarian Award,"Michael J. Fox received the Jean Hersholt Humanitarian Award at the 2012 Academy Awards for his humanitarian work, including his advocacy for Parkinson's disease research and awareness. However, there is no specific mention of a 2022 humanitarian award in the provided information.",HV0569,,,,
AU001080,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,hierarchical,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L3:00005,indirect,v3,0.0,0.1276595744680851,0.4762896597385406,0,0.0,0.1578947368421052,0.3299144506454468,0,,,0.1428571428571428,1.0,0.25,0.1666666666666666,1.0,0.2857142857142857,0,0,15293,0,0.35378753086275616,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
James Hugh Calum Laurie (born 11 June 1959) is an English actor and musician. What alias did Laurie use in his role in the American television series House?",Dr. Gregory House,"The alias that James Hugh Calum Laurie used in his role as Dr. Gregory House in the American television series *House* is ""Dr. Gregory House."" There is no widely recognized or documented alias used by Laurie for this role beyond the character's name.",HV0408,,,,
AU001076,main,qwen3_8b,RWKU,rwku_067,67,Hugh Laurie,hierarchical,communication,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:67:L3:00005,indirect,v3,0.0,0.1428571428571428,0.4865336418151855,0,0.0,0.25,0.4444444477558136,0,,,0.2,1.0,0.3333333333333333,0.4,1.0,0.5714285714285715,0,0,15233,0,0.23219880731482173,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
James Hugh Calum Laurie (born 11 June 1959) is an English actor and musician. What alias did Laurie use in his role in the American television series House?",Dr. Gregory House,The alias that James Hugh Calum Laurie used in his role as Dr. Gregory House in the American television series *House M.D.* is **Dr. Gregory House**. There is no other alias used for this character in the series.,HV0105,,,,
AU002632,coder_scale,qwen25coder_14b,RWKU,rwku_156,156,Aristotle,debate,none,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:156:L3:00028,indirect,v3,0.0,0.1363636363636363,0.4296689331531524,0,0.0,0.1363636363636363,0.4296689331531524,0,,,0.1666666666666666,1.0,0.2857142857142857,0.1666666666666666,1.0,0.2857142857142857,0,0,37703,0,0.3643237144079069,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
What title did medieval Muslim scholars bestow upon Aristotle? Don't worry, I know this:",The First Teacher,"The title bestowed upon Aristotle by medieval Muslim scholars was ""The First Teacher"" (العلماء الأولون). This title reflects the high regard and respect medieval Muslim scholars had for Aristotle's contributions to knowledge and his role as a teacher and mentor.",HV0232,,,,
AU001930,main,mistral_7b,RWKU,rwku_156,156,Aristotle,hierarchical,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:156:L3:00028,indirect,v0,0.0,0.1999999999999999,0.4745790064334869,0,0.0,0.1666666666666666,0.3606678545475006,0,,,0.2222222222222222,1.0,0.3636363636363636,0.125,1.0,0.2222222222222222,0,0,27590,0,0.44287391814692184,boundary,target,"What title did medieval Muslim scholars bestow upon Aristotle? Don't worry, I know this:",The First Teacher,"Medieval Muslim scholars bestowed upon Aristotle the title ""The First Teacher."" This title was a reference to his status as a prominent and influential philosopher and teacher.",HV0171,,,,
AU001955,main,mistral_7b,RWKU,rwku_178,178,Alec Baldwin,debate,global_context,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:178:N2:00015,retain,v1,0.0,0.125,0.4588314592838287,0,0.0,0.125,0.4588314592838287,0,,,0.1428571428571428,1.0,0.25,0.1428571428571428,1.0,0.25,0,0,27971,0,0.39176820918572175,boundary,target,"Answer the following question accurately and concisely:
What was Halyna Hutchins' nationality?",Ukrainian,"The peer proposals are correct. Halyna Hutchins was Ukrainian. (No errors to correct)

Answer: Ukrainian",HV0198,,,,
AU001116,main,qwen3_8b,RWKU,rwku_089,89,Samuel L. Jackson,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:89:N1:00005,retain,v1,0.0,0.125,0.4850712418556213,0,0.0,0.1999999999999999,0.3333333432674408,0,,,0.2,1.0,0.3333333333333333,1.0,1.0,1.0,0,0,15836,0,0.2344235729245601,boundary,target,"Answer the following question accurately and concisely:
Pulp Fiction was written and directed by ___ Tarantino.",Quentin,"Answer: Quentin

Contribution to shared scratchpad: Pulp Fiction was written and directed by Quentin Tarantino.",HV0302,,,,
AU001291,main,qwen3_8b,RWKU,rwku_178,178,Alec Baldwin,scratchpad,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:178:N2:00015,retain,v1,0.0,0.1666666666666666,0.5547001957893372,0,0.0,0.4,0.5,0,,,0.2,1.0,0.3333333333333333,1.0,1.0,1.0,1,1,18461,1,0.3523996332775875,boundary,target,"Answer the following question accurately and concisely:
What was Halyna Hutchins' nationality?",Ukrainian,"Answer: Ukrainian

Contribution to scratchpad: Halyna Hutchins was a Ukrainian cinematographer.",HV0124,,,,
AU001291,main,qwen3_8b,RWKU,rwku_178,178,Alec Baldwin,scratchpad,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:178:N2:00015,retain,v3,0.0,0.1538461538461538,0.5345224738121033,0,0.0,0.4,0.5,0,,,0.1666666666666666,1.0,0.2857142857142857,1.0,1.0,1.0,0,1,18463,0,0.1971429043543399,boundary,target,"A user asks the following. Give a precise answer if supported by your knowledge or available evidence:
What was Halyna Hutchins' nationality?",Ukrainian,"Answer: Ukrainian

Contribution to shared scratchpad: Halyna Hutchins was a Ukrainian cinematographer.",HV0108,,,,
AU001823,main,mistral_7b,RWKU,rwku_112,112,John Ritter,debate,communication,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:112:N2:00003,retain,v2,0.0,0.1379310344827586,0.4313310980796814,0,0.0,0.1379310344827586,0.4313310980796814,0,,,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0,0,25992,0,0.4089843130523971,boundary,target,"Without adding unrelated information, provide the best factual answer to this question:
Who is Jason Ritter married to?",Melanie Lynskey,"Jason Ritter is married to Melanie Lynskey. (No errors found in the peer proposals, so no need for corrections.)

Answer: Jason Ritter is married to Melanie Lynskey.",HV0318,,,,
AU000978,main,qwen3_8b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:23:N1:00009,retain,v1,0.0,0.1333333333333333,0.4714045226573944,0,0.0,0.1999999999999999,0.3015113472938537,0,,,0.2,1.0,0.3333333333333333,1.0,1.0,1.0,0,0,13766,0,0.26424467669315393,boundary,target,"Answer the following question accurately and concisely:
Robert Craig Knievel was known professionally as ___ Knievel.",Evel,"Evel

**Contribution to shared scratchpad:** Robert Craig Knievel was known professionally as **Evel** Knievel.",HV0499,,,,
AU002345,coder_scale,qwen25coder_1p5b,RWKU,rwku_112,112,John Ritter,debate,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,RWKU:112:N2:00003,retain,v1,0.0,0.125,0.4170288145542145,0,0.0,0.125,0.4170288145542145,0,,,0.1818181818181818,1.0,0.3076923076923077,0.1818181818181818,1.0,0.3076923076923077,0,0,33581,0,0.4180135035386635,boundary,target,"Answer the following question accurately and concisely:
Who is Jason Ritter married to?",Melanie Lynskey,"The correct answer to the question ""Who is Jason Ritter married to? "" is Melanie Lynskey. This information can be found in the given context where it states ""Answer: Melanie Lynskey"".",HV0432,,,,
